step,tokens_processed,split,loss,perplexity,wallclock_sec
11500,29440000,valid,2.99994353055954,20.084402736180028,258.5709710121155
11750,30080000,train,3.0587759137153627,21.30146636377204,264.20520210266113
11750,30080000,valid,3.0134960055351256,20.358448909129653,264.2052855491638
12000,30720000,train,3.029607725143433,20.689115177676513,269.66476607322693
12000,30720000,valid,3.0179203867912294,20.44872200291954,269.6648519039154
12250,31360000,train,3.0282211303710938,20.660447638449963,275.28133940696716
12250,31360000,valid,3.000683403015137,20.09926813112165,275.28142189979553
12500,32000000,train,3.0008938550949096,20.103498509032054,280.7212767601013
12500,32000000,valid,2.9855457067489626,19.797302810884258,280.7213656902313
12750,32640000,train,3.008047866821289,20.2478348494503,286.39144921302795
12750,32640000,valid,2.9629200220108034,19.354404610283712,286.3915333747864
13000,33280000,train,2.956063437461853,19.22215341256213,292.0803072452545
13000,33280000,valid,2.982467794418335,19.73646212762547,292.0803837776184
13250,33920000,train,2.980155885219574,19.690885923604387,297.6256992816925
13250,33920000,valid,3.004282283782959,20.1717333192182,297.6257758140564
13500,34560000,train,2.9458518505096434,19.026863528406828,303.04042196273804
13500,34560000,valid,2.974397873878479,19.577831376180427,303.04050850868225
13750,35200000,train,2.991972327232361,19.924942268513572,308.4558756351471
13750,35200000,valid,3.0203200817108153,20.497851621694036,308.4559588432312
14000,35840000,train,2.93616669178009,18.843474842794468,313.90121960639954
14000,35840000,valid,2.94632283449173,19.03582698701507,313.9013113975525
14250,36480000,train,2.9259714484214783,18.652337034900246,319.7201552391052
14250,36480000,valid,2.967083692550659,19.43515797311222,319.7202386856079
14500,37120000,train,2.9449342012405397,19.009411549619102,325.13974165916443
14500,37120000,valid,2.943600654602051,18.984078507898015,325.1398162841797
14750,37760000,train,2.9261945366859434,18.656498616580336,330.87344884872437
14750,37760000,valid,2.933867359161377,18.800197200353146,330.87353563308716
15000,38400000,train,2.911003065109253,18.375220869017653,336.54703068733215
15000,38400000,valid,2.9039864778518676,18.2467408013351,336.54711079597473
15250,39040000,train,2.999728763103485,20.08008972326198,342.39309763908386
15250,39040000,valid,2.9836530089378357,19.759867936815247,342.3931772708893
15500,39680000,train,2.90711487531662,18.30391324142805,347.83394861221313
15500,39680000,valid,2.8724124431610107,17.679617867752484,347.83403158187866
15750,40320000,train,2.8952696681022645,18.088378642356936,353.5047228336334
15750,40320000,valid,2.854557752609253,17.36675510695518,353.50479531288147
16000,40960000,train,2.889762210845947,17.989031496345216,359.1399972438812
16000,40960000,valid,2.860561418533325,17.47133291379345,359.1400785446167
